,address,driving_time_to_parents
1383,Kinor St. Ashdod,28 - 55 min
1384,Dov Gur St. Ashdod,26 - 50 min
1385,Yehuda Halevi St. Ashdod,28 - 55 min
1386,Avraham Ofer St. Ashdod,28 min - 1 hr
1387,"Sderot Sheshet HaYamim  317,Eilat",NA
1388,Aharon Zisling St. Beer Sheva,55 min - 1 hr 30 min
1389,Gideon Hausner St. Beer Sheva,
1390,"Henri Kendel St.  10,Beer Sheva",1 hr - 1 hr 40 min
1391,"Yehuda Halevi St.  48,Beer Sheva",55 min - 1 hr 25 min
1392,Avraham Avinu St. Beer Sheva,55 min - 1 hr 25 min
1393,"Benjamin Minz St.  28,Beer Sheva",1 hr - 1 hr 30 min
1394,"Sderot Johana Jabotinsky  12,Beersheba",NA
1395,"Zion Gate St.  14,Holon",24 - 45 min
1396,"Derech Ben Gurion  97,Bat Yam",
1397,HaGalil St. Rishon LeTsiyon,14 - 26 min
1398,HaEshel St. Rishon LeTsiyon,20 - 35 min
1399,Bilu St. Rishon LeTsiyon,18 - 35 min
1400,Aharon Kron St. Rishon LeTsiyon,16 - 30 min
1401,Pinsker St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1402,Elroi St. Tel Aviv-Yafo,35 min - 1 hr 5 min
1403,Retsif Herbert Samuel St. Tel Aviv-Yafo,35 min - 1 hr 15 min
1404,"HaYarkon St.  29,Tel Aviv-Yafo",35 min - 1 hr 5 min
1405,"Pierre Gilbert St.  19,Netanya",1 hr 10 min - 1 hr 50 min
1406,"Dov Barnea St.  7,Beer Sheva",55 min - 1 hr 20 min
1407,"Sderot Yeelim  84,Beersheba",1 hr - 1 hr 40 min
1408,Sderot Yerushalayim Beersheba,1 hr - 1 hr 40 min
1409,Mekor Khayim St. Beer Sheva,1 hr - 1 hr 40 min
1410,Efroni St. Lehavim,50 min - 1 hr 10 min
1411,Kinneret St. Bat Yam,24 - 40 min
1412,Ha-Narkis St. Kiryat Ekron,7 - 16 min
1413,"Ha-Atsmaut St.  20,Ashdod",28 - 55 min
1414,"Sderot Herzl  7,Tverya",1 hr 50 min - 2 hr 40 min
1415,"Klil Hahoresh St.  349,Tiberias",1 hr 40 min - 2 hr 30 min
1416,"Shlomo ha-Melekh St.  1,Bat Yam",26 - 50 min
1417,"Balfour St.  115,Bat Yam",26 - 50 min
1418,David Shealtiel St. Holon,24 - 40 min
1419,"HaMaapilim St.  17,Bat Yam",22 - 40 min
1420,"HaHashmonaim St.  53,Bat Yam",24 - 45 min
1421,"Ha-Meyasdim St.  13,Netanya",1 hr 10 min - 1 hr 50 min
1422,Tabib St. Rishon LeTsiyon,18 - 35 min
1423,HaDegel Haivri St. Rishon LeTsiyon,18 - 35 min
1424,HaGat St. Rishon LeTsiyon,20 - 35 min
1425,Mordehai Popel St. Rishon LeTsiyon,22 - 45 min
1426,HaSadeh St. Rishon LeTsiyon,16 - 28 min
1427,HaShomer St. Rishon LeTsiyon,18 - 35 min
1428,Pnina U-Moshe St. Rishon LeTsiyon,22 - 40 min
1429,"Moshe Fried St.  39,Rehovot",6 - 9 min
1430,"Korczak St.  9,Ramla",18 - 35 min
1431,Ha-Sarig St. Rishon LeTsiyon,18 - 35 min
1432,Ha-Rav Goren St. Rishon LeTsiyon,18 - 35 min
1433,Ha-Rav Goren St. Rishon LeTsiyon,18 - 35 min
1434,HaTizmoret St. Rishon LeTsiyon,16 - 28 min
1435,Mordehai Popel St. Rishon LeTsiyon,22 - 45 min
1436,"HaAluf David St.  11,Rishon LeTsiyon",16 - 35 min
1437,Mivtsa Hiram St. Rishon LeTsiyon,
1438,"HaAtsmaut St.  36,Rishon LeTsiyon",18 - 35 min
1439,"Ma'agal HaShalom St.  1,Rishon LeTsiyon",18 - 35 min
1440,HaNurit St. Rishon LeTsiyon,18 - 35 min
1441,HaDyonon St. Rishon LeTsiyon,20 - 40 min
1442,Ben Saruq St. Rishon LeTsiyon,20 - 35 min
1443,Sderot Ben Gurion Rishon LeTsiyon,16 - 28 min
1444,Hazorim St. Rishon LeTsiyon,18 - 35 min
1445,Sde Nahum St. Rishon LeTsiyon,20 - 35 min
1446,Har Metsada St. Ashdod,30 - 55 min
1447,Shevet Zvulun St. Ashdod,30 - 55 min
1448,Dov Gaponov St. Ashdod,30 - 55 min
1449,Mango St. Ashdod,
1450,Har Knaan St. Ashdod,
1451,Mevo HaIrit Ashdod,26 - 50 min
1452,"HaOnot  6,Ashkelon",NA
1453,Har Shomron St. Ashdod,30 - 55 min
1454,Mevo HaIrit Ashdod,26 - 50 min
1455,Shoham St. Ashdod,30 - 55 min
1456,Jabotinsky Johana St. Ashdod,28 - 55 min
1457,HaChovlim St. Ashdod,28 min - 1 hr
1458,Sderot Rothschild Ashdod,30 - 55 min
1459,Ha-Atsmaut St. Ashdod,28 - 55 min
1460,Shevet Yehuda St. Ashdod,28 - 55 min
1461,Keren ha-Yesod St. Ashdod,30 - 55 min
1462,Akhad ha-Am St. Ashdod,28 - 55 min
1463,Shevet Dan St. Ashdod,28 - 55 min
1464,Leshem St. Ashdod,30 - 55 min
1465,Shevet Shimon St. Ashdod,30 - 55 min
1466,Nakhal Lakhish St. Ashdod,28 - 55 min
1467,Victor Hugo St. Ashdod,30 - 55 min
1468,Tapuakh St. Ashdod,28 - 50 min
1469,Yehuda Halevi St. Ashdod,28 - 55 min
1470,Kokhav ha-Shakhar St. Ashdod,
1471,"Ha-Shalom St.  11,Ramla",16 - 35 min
1472,HaTsanhanim St. Petah Tikva,40 min - 1 hr 5 min
1473,HaTsanhanim St. Petah Tikva,40 min - 1 hr 5 min
1474,Ha-Rav Yakov Toledano St. Petah Tikva,40 min - 1 hr 15 min
1475,Hovevei Tsiyon St. Petah Tikva,45 min - 1 hr 15 min
1476,Ha-Shlosha St. Petah Tikva,40 min - 1 hr 10 min
1477,Yehuda Leib Pinsker St. Petah Tikva,45 min - 1 hr 20 min
1478,"Ha-Khashmonaim St.  7,Lod",20 - 40 min
1479,Hovevei Tsiyon St. Petah Tikva,45 min - 1 hr 15 min
1480,Rothschild St. Bat Yam,
1481,Dolphin St. Holon,22 - 40 min
1482,"Hasar Pinkas St.  18,Bat Yam",26 - 50 min
1483,"HaShikma St.  50,Bat Yam",24 - 45 min
1484,Kdoshei Kahir St. Holon,24 - 40 min
1485,HaRav Kuk St. Bat Yam,26 - 50 min
1486,"Mivtsa Sinai St.  24,Bat Yam",22 - 40 min
1487,Jerusalem Boulevard Tel Aviv-Yafo,24 - 45 min
1488,Kdoshei Kahir St. Holon,24 - 40 min
1489,Moshe Sharet St. Holon,20 - 40 min
1490,Irit St. Tel Aviv-Yafo,26 - 45 min
1491,Yigael Yadin St. Holon,24 - 45 min
1492,Herzl St. Bat Yam,
1493,Bar Ilan St. Bat Yam,26 - 45 min
1494,HaGdud Haivri St. Bat Yam,24 - 45 min
1495,HaRav Maimon St. Bat Yam,22 - 40 min
1496,Fikus St. Tel Aviv-Yafo,26 - 45 min
1497,"Yitshak Sadeh St.  4,Bat Yam",
1498,Hasar Pinkas St. Bat Yam,
1499,HaRav Rubinstein St. Tel Aviv-Yafo,24 - 40 min
1500,Ein Gedi St. Holon,24 - 40 min
1501,"Naomi Shemer  9,Bat Yam",
1502,HaAtsmaut Boulevard Bat Yam,26 - 50 min
1503,Kiryat Shmona St. Holon,22 - 45 min
1504,Dolphin St. Holon,22 - 40 min
1505,Rambam St. Bat Yam,26 - 50 min
1506,Ha-Sharon St. Bat Yam,24 - 40 min
1507,"Ha-Neviim St.  2,Bat Yam",24 - 45 min
1508,"Yitshak Sadeh St.  4,Bat Yam",
1509,עדה Rishon LeTsiyon,18 - 35 min
1510,Barukh Karo St. Tel Aviv-Yafo,28 - 50 min
1511,Kdoshei Kahir St. Bat Yam,26 - 50 min
1512,Klausner St. Bat Yam,26 - 50 min
1513,Mivtsa Sinai St. Bat Yam,22 - 40 min
1514,Kovshei ha-Khermon St. Bat Yam,24 - 40 min
1515,Yitshak Sadeh St. Bat Yam,
1516,Ha-Komemiyut St. Bat Yam,
1517,"Kaf-Tet BeNovember St.  41,Bat Yam",24 - 45 min
1518,"HaAtsmaut Boulevard  67,Bat Yam",
1519,"Ha-Asif St.  21,Haifa",1 hr 30 min - 2 hr 30 min
1520,"HaShomer St.  34,Kiryat Bialik",1 hr 40 min - 2 hr 20 min
1521,"Emek ha-Zeitim St.  9,Haifa",NA
1522,Khana Szenes St. Haifa,1 hr 40 min - 2 hr 30 min
1523,Dror St. Haifa,1 hr 40 min - 2 hr 20 min
1524,"Bar Giyora St.  42,Haifa",1 hr 30 min - 2 hr 20 min
1525,"Yohanan Hakadosh St.  17,Haifa",1 hr 30 min - 2 hr 20 min
1526,"Shilo St.  86,Rosh Haayin",40 min - 1 hr 10 min
1527,"Sderot HaKongres  22,Ramat Gan",35 min - 1 hr 5 min
1528,"Masada St.  42,Ramla",14 - 28 min
1529,"Etsel St.  4,Ramla",16 - 35 min
1530,"Yaakov Dori  7,Ramla",24 - 40 min
1531,Sderot Yerushalayim Ashkelon,40 min - 1 hr 5 min
1532,Bergson St. Tel Aviv-Yafo,45 min - 1 hr 15 min
1533,Mosinzon St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1534,Mosinzon St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1535,Mosinzon St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1536,Mosinzon St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1537,Mosinzon St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1538,Carlebach St. Tel Aviv-Yafo,30 min - 1 hr
1539,Maharozet St. Tel Aviv-Yafo,24 - 40 min
1540,Dov Hoz St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1541,HaZohar St. Tel Aviv-Yafo,40 min - 1 hr 5 min
1542,Yohanan Horkanos St. Tel Aviv-Yafo,45 min - 1 hr 15 min
1543,Nakhum Sokolov St. Tel Aviv-Yafo,
1544,Arba Aratsot St. Tel Aviv-Yafo,45 min - 1 hr 20 min
1545,Nakhum Sokolov St. Tel Aviv-Yafo,
1546,Bograshov St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1547,Bavli St. Tel Aviv-Yafo,40 min - 1 hr 5 min
1548,Shlomo Ibn Gabirol St. Tel Aviv-Yafo,40 min - 1 hr 10 min
1549,Avraham Boyer St. Tel Aviv-Yafo,45 min - 1 hr 15 min
1550,HaRakevet St. Tel Aviv-Yafo,30 - 55 min
1551,Nahalat Binyamin St. Tel Aviv-Yafo,30 min - 1 hr
1552,"HaRimon St.  1,Ashdod",28 - 50 min
1553,"Ha-Kalanit St.  5,Ashdod",26 - 50 min
1554,Shimon Dubnov St. Holon,26 - 50 min
1555,Har ha-Tsofim St. Holon,
1556,Shaul ha-Melekh St. Ness Ziona,16 - 30 min
1557,Derech Mordehai Bashist Rehovot,7 - 16 min
1558,"Hess St.  32,Haifa",1 hr 40 min - 2 hr 30 min
1559,HaYitshar St. Rishon LeTsiyon,18 - 35 min
1560,HaAtsmaut Boulevard Bat Yam,26 - 50 min
1561,"Spiegelman St.  14,Netanya",1 hr 5 min - 1 hr 50 min
1562,Ehud Manor St. Ashdod,28 - 55 min
1563,Ha-Tavor St. Bat Yam,22 - 40 min
1564,Arlozorov St. Bat Yam,26 - 50 min
1565,"Yona HaNavi St.  5,Netanya",1 hr 5 min - 1 hr 40 min
1566,Bikat ha-Yarden St. Ganei Tikva,40 min - 1 hr 5 min
1567,Bikat ha-Yarden St. Ganei Tikva,40 min - 1 hr 5 min
1568,Bikat ha-Yarden St. Ganei Tikva,40 min - 1 hr 5 min
1569,Anielewicz St. Yehud-Monosson,30 - 55 min
1570,Derech Eilot Ganei Tikva,40 min - 1 hr 5 min
1571,"HaMaavak St.  11,Givatayim",35 min - 1 hr
1572,"Bialik St.  11,Ness Ziona",12 - 28 min
1573,Yefe Nof St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1574,Kadesh St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1575,Ramat Yizrael St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1576,Keren HaYesod St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1577,"Tsipori St.  21,Migdal HaEmek",1 hr 30 min - 2 hr 20 min
1578,HaTidhar St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1579,Nahal Hatsvi St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1580,Arbel St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1581,Nahal Hatsvi St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1582,HaKitsanit St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1583,Ha-Dovrat St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1584,Ha-Nesiim St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1585,Ha-Arava St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1586,Tsipori St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1587,"Habad St.  11,Migdal HaEmek",1 hr 30 min - 2 hr 20 min
1588,Harduf St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1589,Ha-Arava St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1590,Keren HaYesod St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1591,"Tashyag St.  8,Migdal HaEmek",1 hr 30 min - 2 hr 20 min
1592,Ha-Vered St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1593,Ha-Dovrat St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1594,HaTidhar St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1595,Ha-Kharuv St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1596,Sinai St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1597,Nitsanim St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1598,Kadesh St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1599,Ha-Oren St. Ramat Yishai,1 hr 25 min - 2 hr 10 min
1600,HaRav Ovadia Yosef Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1601,Kadesh St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1602,HaTidhar St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1603,Tsipori St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1604,Nahal Hatsvi St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1605,Ha-Shaked St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1606,HaShikma St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1607,HaShikma St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1608,Nahal Hatsvi St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1609,Tsipori St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1610,"Hofit  4,Kfar Baruch",1 hr 30 min - 2 hr 20 min
1611,Tsipori St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1612,HaKitsanit St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1613,HaTidhar St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1614,HaRakafot St. Alonei Abba,1 hr 30 min - 2 hr 10 min
1615,HaSahlav St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1616,Ha-Alonim St. Migdal HaEmek,1 hr 30 min - 2 hr 20 min
1617,"Yehoshua Bin Nun St.  64,Rosh Haayin",40 min - 1 hr 10 min
1618,Hovevei Tsiyon St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1619,Haggibbor HaAlmoni St. Tel Aviv-Yafo,30 min - 1 hr
1620,Pines St. Tel Aviv-Yafo,30 min - 1 hr 5 min
1621,"Kedem St.  77,Tel Aviv-Yafo",28 - 50 min
1622,Kedem St. Tel Aviv-Yafo,30 - 50 min
1623,Aluf Kalman Magen St. Tel Aviv,35 min - 1 hr
1624,"Moshe Lerer St.  30,Ness Ziona",12 - 22 min
1625,David Tidhar St. Rishon LeTsiyon,18 - 35 min
1626,"Ha-Imaot St.  15,Ness Ziona",12 - 28 min
1627,"Professor Moshe Schorr St.  28,Holon",24 - 50 min
1628,Heil HaShiryon St. Rishon LeTsiyon,22 - 40 min
1629,Sderot Zalman Shneur Rishon LeTsiyon,18 - 35 min
1630,"Rehavam Zeevi Boulevard  38,Rishon LeTsiyon",22 - 40 min
1631,"Ariav St.  6,Rishon LeTsiyon",20 - 35 min
1632,"Tora VaAvoda St.  32,Rishon LeTsiyon",18 - 35 min
1633,Mivtsa Noa St. Rishon LeTsiyon,22 - 40 min
1634,Khana Szenes St. Rishon LeTsiyon,18 - 35 min
1635,"Yaakov Cohen St.  34,Rishon LeTsiyon",18 - 35 min
1636,"Sinai St.  15,Ness Ziona",12 - 28 min
1637,"Yehuda Leib Pinsker St.  44,Rishon LeTsiyon",20 - 40 min
1638,"Ha-Khelmonit St.  2,Rishon LeTsiyon",18 - 35 min
1639,"Eilat St.  13,Bat Yam",24 - 40 min
1640,David Tidhar St. Rishon LeTsiyon,18 - 35 min
1641,HaKnesset St. Rishon LeTsiyon,18 - 35 min
1642,Nehemia St. Rishon LeTsiyon,18 - 35 min
1643,Tsvi Shats St. Holon,24 - 40 min
1644,Ha-Shaked St. Rishon LeTsiyon,16 - 30 min
1645,Ha-Hityashvut St. Rishon LeTsiyon,20 - 40 min
1646,Ha-Akhad Asar St. Rishon LeTsiyon,20 - 40 min
1647,Mordei ha-Getaot St. Rishon LeTsiyon,18 - 35 min
1648,Akhad ha-Am St. Rishon LeTsiyon,18 - 35 min
1649,Shulamit Aloni St. Rishon LeTsiyon,18 - 35 min
1650,"Tsadi Gimel Banot St.  2,Rishon LeTsiyon",22 - 40 min
1651,Rabbi Yosef Boukhris Rishon LeTsiyon,18 - 35 min
1652,"Ha-Neviim St.  24,Bat Yam",24 - 45 min
1653,"Netsakh Yerushalayim St.  3,אפרת",1 hr - 1 hr 40 min
1654,Dona Gratsya St. Tiberias,1 hr 50 min - 2 hr 50 min
1655,"Aliza Begin St.  1,Tiberias",1 hr 50 min - 2 hr 40 min
1656,Gdud Barak St. Tiberias,1 hr 50 min - 2 hr 50 min
1657,Brenner St. Tiberias,NA
1658,Ahad HaAm St. Tiberias,1 hr 50 min - 2 hr 40 min
1659,"Aliza Begin St.  1,Tiberias",1 hr 50 min - 2 hr 40 min
1660,Ahad HaAm St. Tiberias,1 hr 50 min - 2 hr 40 min
1661,Ahad HaAm St. Tiberias,1 hr 50 min - 2 hr 40 min
1662,Ahad HaAm St. Tiberias,1 hr 50 min - 2 hr 40 min
1663,Maale Kakal St. Tiberias,1 hr 40 min - 2 hr 30 min
1664,"HaAtsmaut Boulevard  77,Bat Yam",26 - 45 min
1665,HaMashot St. Rishon LeTsiyon,20 - 40 min
1666,Alexander Yannai St. Beer Sheva,55 min - 1 hr 30 min
1667,Pinkhas Rosen St. Beer Sheva,55 min - 1 hr 30 min
1668,Hahida St. Beer Sheva,
1669,Esther HaMalka St. Beer Sheva,55 min - 1 hr 30 min
1670,Avraham Avinu St. Beer Sheva,55 min - 1 hr 25 min
1671,"Arieh Ben Eliezer St.  32,Lod",18 - 40 min
1672,"Rakhel Alter St.  7,Lod",20 - 40 min
1673,"Ben Shemen St.  8,Lod",18 - 40 min
1674,"Arieh Rubin St.  4,Lod",20 - 40 min
1675,Tapuz St. Lod,20 - 40 min
1676,"Arieh Rubin St.  19,Lod",18 - 40 min
1677,Fikus St. Lod,24 - 50 min
1678,Sderot Shlomo HaMelech Lod,
1679,"Albert Einstein St.  26,Lod",20 - 45 min
1680,"Akiva Saar St.  25,Lod",20 - 40 min
1681,"Avishai Elashvili St.  7,Lod",20 - 45 min
1682,"Ben Shemen St.  8,Lod",18 - 40 min
1683,"Alei Koteret St.  3,Lod",24 - 50 min
1684,"HaEla St.  1,Lod",18 - 45 min
1685,משה לוי Ramla,16 - 30 min
1686,Yishaayahu St. Tel Aviv-Yafo,45 min - 1 hr 15 min
1687,HaRav Maimon St. Ramla,16 - 35 min
1688,"Tchernikhovski St.  4,Netanya",1 hr 10 min - 1 hr 50 min
1689,"Y.H. Brener St.  16,Netanya",1 hr 10 min - 1 hr 50 min
1690,"MacDonald St.  18,Netanya",1 hr 10 min - 1 hr 50 min
1691,"David HaMelech St.  23,Netanya",1 hr 10 min - 1 hr 50 min
1692,"Ussishkin St.  42,Netanya",1 hr 10 min - 1 hr 50 min
1693,"Petah Tikva St.  21,Netanya",1 hr 10 min - 1 hr 50 min
1694,"Agam Kinneret St.  5,Netanya",1 hr 5 min - 1 hr 40 min
1695,"Shoshana Damari St.  11,Kfar Yona",1 hr - 1 hr 40 min
1696,"Ben Tsvi Boulevard  110,Netanya",1 hr 5 min - 1 hr 40 min
1697,"Zalman Shazar St.  3,Netanya",1 hr 5 min - 1 hr 40 min
1698,"Eliezer Ben Yehuda St.  32,Netanya",1 hr 10 min - 1 hr 50 min
1699,"Masaryk St.  3,Netanya",1 hr 10 min - 1 hr 50 min
1700,"Nitsa Boulevard  26,Netanya",1 hr 10 min - 1 hr 50 min
1701,"Haim Laskov St.  12,Netanya",1 hr 5 min - 1 hr 40 min
1702,"Sderot Jabotinsky  34,Netanya",1 hr 10 min - 1 hr 50 min
1703,"Shmuel HaNatziv St.  18,Netanya",1 hr 10 min - 1 hr 50 min
1704,"Agam Kinneret St.  5,Netanya",1 hr 5 min - 1 hr 40 min
1705,"Pierre Gilbert St.  19,Netanya",1 hr 10 min - 1 hr 50 min
1706,"Sderot Hayim Weizman  104,Netanya",1 hr 10 min - 1 hr 50 min
1707,"Yaakov Weiss St.  10,Netanya",1 hr 10 min - 1 hr 50 min
1708,"Yehoshafat Hamelekh St.  22,Herzliya",50 min - 1 hr 25 min
1709,"Sderot Hayim Weizman  90,Netanya",1 hr 10 min - 1 hr 50 min
1710,"Ovadya Ben Shalom St.  29,Netanya",1 hr 5 min - 1 hr 50 min
1711,"Sderot Hayim Weizman  7,Netanya",1 hr 10 min - 1 hr 50 min
1712,"Yehuda Halevi St.  25,Netanya",1 hr 10 min - 1 hr 50 min
1713,"Shmurat Nahal Bsur St.  14,Netanya",1 hr 5 min - 1 hr 40 min
1714,"Derech Don Yitshak Abarbanel  19,Netanya",1 hr 10 min - 1 hr 50 min
1715,"Ahvat Adam St.  66,Kfar Yona",1 hr - 1 hr 40 min
1716,"Yohanan HaSandlar St.  18,Netanya",1 hr 10 min - 1 hr 50 min
1717,"Sderot Hayim Weizman  61,Netanya",1 hr 10 min - 1 hr 50 min
1718,"Yermiyahu Halperin St.  15,Netanya",1 hr 10 min - 1 hr 50 min
1719,"Beeri St.  22,Netanya",1 hr 10 min - 1 hr 50 min
1720,HaDugit St. Rishon LeTsiyon,
1721,Mikhal Pokhachevski St. Rishon LeTsiyon,16 - 26 min
1722,Einot Tsukim St. Ashkelon,40 min - 1 hr 15 min
1723,Keren Kayemet le-Yisrael St. Rishon LeTsiyon,18 - 35 min
1724,"HaAmadot St.  7,Bat Yam",26 - 50 min
1725,"Professor Moshe Schorr St.  47,Holon",24 - 45 min
1726,"HaHashmonaim St.  50,Bat Yam",24 - 45 min
1727,Ha-Rav Desler St. Bnei Brak,40 min - 1 hr 15 min
1728,A.D. Gordon St. Netanya,1 hr 10 min - 1 hr 50 min
1729,Ha-Rav Nisanbaum St. Bat Yam,24 - 45 min
1730,"HaYotsrim  1,Ashkelon",NA
1731,"Aharon St.  15,Tel Aviv-Yafo",26 - 45 min
1732,"Sderot Montefiore  2,Ashkelon",40 min - 1 hr 5 min
1733,"Hagana Road  150,Tel Aviv-Yafo",30 - 55 min
1734,"Hailan St.  28,Ashkelon",40 min - 1 hr 15 min
1735,"Ha-Rav Herzog St.  33,Bnei Brak",40 min - 1 hr 15 min
1736,Neomi Shemer St. Ashkelon,40 min - 1 hr 5 min
1737,"Akhad ha-Am St.  12,Ashdod",28 - 55 min
1738,"Levi Shoshan St.  3,Netanya",1 hr 5 min - 1 hr 40 min
1739,"Henrietta Szold St.  113,Lod",18 - 40 min
1740,HaMegila St. Rishon LeTsiyon,22 - 40 min
1741,HaMegila St. Rishon LeTsiyon,22 - 40 min
1742,"Derech Sheshet HaYamim  72,Rehovot",5 - 8 min
1743,Shalom Tsaidi St. Rehovot,5 - 7 min
1744,"Simtat Har Nevo  10,Eilat",3 hr 20 min - 4 hr 30 min
1745,"Brandeis St.  1,Rishon LeTsiyon",20 - 40 min
1746,"Sderot Eliyahu  23,Mazkeret Batya",12 - 24 min
1747,"Ehud Dolinski St.  9,Rehovot",5 - 12 min
1748,Sderot Eliyahu Mazkeret Batya,12 - 22 min
1749,"Tel Aviv St.  8,Ness Ziona",14 - 26 min
1750,"Kalman Byaler St.  20,Rehovot",4 - 7 min
1751,"Mordehai Popel St.  6,Rishon LeTsiyon",22 - 45 min
1752,"Zrubavel St.  14,Ness Ziona",12 - 26 min
1753,"Yaakov Tamari  8,Rehovot",NA
1754,HaOfek St. Ness Ziona,14 - 28 min
1755,"Moshe Fried St.  37,Rehovot",6 - 9 min
1756,"Tsvi Herman Shapira St.  5,Rishon LeTsiyon",18 - 35 min
1757,"Oved Ladzinski St.  10,Rehovot",5 - 12 min
1758,"Ha-Akhad Asar St.  25,Rishon LeTsiyon",20 - 40 min
1759,Ha-Aviv St. Ness Ziona,12 - 22 min
1760,"Yehoshua Lustig St.  2,Rehovot",7 - 9 min
1761,"Avner Ben Yehuda St.  6,Ness Ziona",12 - 20 min
1762,"Sderot Eliyahu  23,Mazkeret Batya",12 - 24 min
1763,"Tseelon St.  6,Rehovot",8 - 14 min
1764,"Ben Gurion St.  30,Ness Ziona",14 - 28 min
1765,Moshe Lerer St. Ness Ziona,14 - 22 min
1766,"Yaakov Tamari  7,Rehovot",NA
1767,"Ezra St.  43,Rehovot",7 - 16 min
1768,"Haroe St.  10,Rehovot",7 - 12 min
1769,Rambam St. Petah Tikva,40 min - 1 hr 15 min
1770,Ein Ganim St. Petah Tikva,40 min - 1 hr 10 min
1771,Khurgin St. Ramat Gan,40 min - 1 hr 10 min
1772,"Ha-Biluyim St.  3,Ramat Gan",35 min - 1 hr 10 min
1773,Meir Safran St. Lod,20 - 45 min
1774,Shalma Road Tel Aviv,28 - 50 min
1775,Harduf St. Ramla,16 - 35 min
1776,Ha-Palmakh St. Holon,28 - 45 min
1777,Frug St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1778,Yehoshua Bin Nun St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1779,Nakhum Sokolov St. Tel Aviv-Yafo,
1780,Sderot Levi Eshkol Tel Aviv-Yafo,40 min - 1 hr 15 min
1781,Nechemiah St. Tel Aviv-Yafo,30 min - 1 hr
1782,Kompert St. Tel Aviv-Yafo,28 - 50 min
1783,Yavne St. Tel Aviv-Yafo,30 min - 1 hr
1784,Nissim Aloni St. Tel Aviv-Yafo,40 min - 1 hr 5 min
1785,Basel St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1786,Amos St. Tel Aviv-Yafo,45 min - 1 hr 15 min
1787,"Yoel Salomon St.  12,Netanya",1 hr 10 min - 1 hr 50 min
1788,Yona HaNavi St. Tel Aviv-Yafo,35 min - 1 hr 10 min
1789,Bograshov St. Tel Aviv-Yafo,40 min - 1 hr 15 min
1790,HaAyal St. Jerusalem,50 min - 1 hr 20 min
1791,HaZohar St. Tel Aviv-Yafo,40 min - 1 hr 5 min
1792,Dizengoff St. Tel Aviv-Yafo,45 min - 1 hr 20 min
1793,Beit Hilel St. Tel Aviv-Yafo,35 min - 1 hr 5 min
1794,Neve Tzedek St. Tel Aviv-Yafo,30 min - 1 hr
1795,Maon St. Tel Aviv-Yafo,28 - 50 min
1796,Markolet St. Tel Aviv-Yafo,30 - 55 min
